date,year,week,cases,vax_rate,source
2014-06-16,2014,25,10,91.5,CDC_historical
2014-06-23,2014,26,7,91.5,CDC_historical
2014-06-30,2014,27,9,91.5,CDC_historical
2014-07-07,2014,28,6,91.5,CDC_historical
2014-07-14,2014,29,2,91.5,CDC_historical
2014-07-21,2014,30,3,91.5,CDC_historical
2014-07-28,2014,31,2,91.5,CDC_historical
2014-08-04,2014,32,2,91.5,CDC_historical
2014-08-11,2014,33,1,91.5,CDC_historical
2014-08-18,2014,34,1,91.5,CDC_historical
2014-08-25,2014,35,1,91.5,CDC_historical
2014-09-01,2014,36,1,91.5,CDC_historical
2014-09-08,2014,37,0,91.5,CDC_historical
2014-09-15,2014,38,0,91.5,CDC_historical
2014-09-22,2014,39,0,91.5,CDC_historical
2014-09-29,2014,40,0,91.5,CDC_historical
2014-10-06,2014,41,1,91.5,CDC_historical
2014-10-13,2014,42,0,91.5,CDC_historical
2014-10-20,2014,43,0,91.5,CDC_historical
2014-10-27,2014,44,0,91.5,CDC_historical
2014-11-03,2014,45,1,91.5,CDC_historical
2014-11-10,2014,46,1,91.5,CDC_historical
2014-11-17,2014,47,0,91.5,CDC_historical
2014-11-24,2014,48,0,91.5,CDC_historical
2014-12-01,2014,49,1,91.5,CDC_historical
2014-12-08,2014,50,0,91.5,CDC_historical
2014-12-15,2014,51,0,91.5,CDC_historical
2014-12-22,2014,52,0,91.5,CDC_historical
2014-12-29,2015,1,4,91.9,CDC_historical
2015-01-05,2015,2,6,91.9,CDC_historical
2015-01-12,2015,3,8,91.9,CDC_historical
2015-01-19,2015,4,7,91.9,CDC_historical
2015-01-26,2015,5,8,91.9,CDC_historical
2015-02-02,2015,6,8,91.9,CDC_historical
2015-02-09,2015,7,10,91.9,CDC_historical
2015-02-16,2015,8,10,91.9,CDC_historical
2015-02-23,2015,9,11,91.9,CDC_historical
2015-03-02,2015,10,13,91.9,CDC_historical
2015-03-09,2015,11,11,91.9,CDC_historical
2015-03-16,2015,12,10,91.9,CDC_historical
2015-03-23,2015,13,11,91.9,CDC_historical
2015-03-30,2015,14,12,91.9,CDC_historical
2015-04-06,2015,15,10,91.9,CDC_historical
2015-04-13,2015,16,11,91.9,CDC_historical
2015-04-20,2015,17,7,91.9,CDC_historical
2015-04-27,2015,18,6,91.9,CDC_historical
2015-05-04,2015,19,6,91.9,CDC_historical
2015-05-11,2015,20,4,91.9,CDC_historical
2015-05-18,2015,21,6,91.9,CDC_historical
2015-05-25,2015,22,4,91.9,CDC_historical
2015-06-01,2015,23,5,91.9,CDC_historical
2015-06-08,2015,24,2,91.9,CDC_historical
2015-06-15,2015,25,4,91.9,CDC_historical
2015-06-22,2015,26,1,91.9,CDC_historical
2015-06-29,2015,27,1,91.9,CDC_historical
2015-07-06,2015,28,1,91.9,CDC_historical
2015-07-13,2015,29,2,91.9,CDC_historical
2015-07-20,2015,30,1,91.9,CDC_historical
2015-07-27,2015,31,1,91.9,CDC_historical
2015-08-03,2015,32,0,91.9,CDC_historical
2015-08-10,2015,33,0,91.9,CDC_historical
2015-08-17,2015,34,0,91.9,CDC_historical
2015-08-24,2015,35,0,91.9,CDC_historical
2015-08-31,2015,36,0,91.9,CDC_historical
2015-09-07,2015,37,1,91.9,CDC_historical
2015-09-14,2015,38,0,91.9,CDC_historical
2015-09-21,2015,39,1,91.9,CDC_historical
2015-09-28,2015,40,0,91.9,CDC_historical
2015-10-05,2015,41,0,91.9,CDC_historical
2015-10-12,2015,42,0,91.9,CDC_historical
2015-10-19,2015,43,1,91.9,CDC_historical
2015-10-26,2015,44,0,91.9,CDC_historical
2015-11-02,2015,45,0,91.9,CDC_historical
2015-11-09,2015,46,0,91.9,CDC_historical
2015-11-16,2015,47,1,91.9,CDC_historical
2015-11-23,2015,48,0,91.9,CDC_historical
2015-11-30,2015,49,0,91.9,CDC_historical
2015-12-07,2015,50,0,91.9,CDC_historical
2015-12-14,2015,51,0,91.9,CDC_historical
2015-12-21,2015,52,2,91.9,CDC_historical
2016-01-04,2016,1,1,91.1,CDC_historical
2016-01-11,2016,2,1,91.1,CDC_historical
2016-01-18,2016,3,3,91.1,CDC_historical
2016-01-25,2016,4,3,91.1,CDC_historical
2016-02-01,2016,5,3,91.1,CDC_historical
2016-02-08,2016,6,6,91.1,CDC_historical
2016-02-15,2016,7,3,91.1,CDC_historical
2016-02-22,2016,8,4,91.1,CDC_historical
2016-02-29,2016,9,5,91.1,CDC_historical
2016-03-07,2016,10,4,91.1,CDC_historical
2016-03-14,2016,11,3,91.1,CDC_historical
2016-03-21,2016,12,5,91.1,CDC_historical
2016-03-28,2016,13,7,91.1,CDC_historical
2016-04-04,2016,14,5,91.1,CDC_historical
2016-04-11,2016,15,4,91.1,CDC_historical
2016-04-18,2016,16,4,91.1,CDC_historical
2016-04-25,2016,17,4,91.1,CDC_historical
2016-05-02,2016,18,5,91.1,CDC_historical
2016-05-09,2016,19,3,91.1,CDC_historical
2016-05-16,2016,20,2,91.1,CDC_historical
2016-05-23,2016,21,1,91.1,CDC_historical
2016-05-30,2016,22,2,91.1,CDC_historical
2016-06-06,2016,23,3,91.1,CDC_historical
2016-06-13,2016,24,2,91.1,CDC_historical
2016-06-20,2016,25,1,91.1,CDC_historical
2016-06-27,2016,26,1,91.1,CDC_historical
2016-07-04,2016,27,1,91.1,CDC_historical
2016-07-11,2016,28,1,91.1,CDC_historical
2016-07-18,2016,29,1,91.1,CDC_historical
2016-07-25,2016,30,0,91.1,CDC_historical
2016-08-01,2016,31,0,91.1,CDC_historical
2016-08-08,2016,32,0,91.1,CDC_historical
2016-08-15,2016,33,0,91.1,CDC_historical
2016-08-22,2016,34,1,91.1,CDC_historical
2016-08-29,2016,35,0,91.1,CDC_historical
2016-09-05,2016,36,0,91.1,CDC_historical
2016-09-12,2016,37,0,91.1,CDC_historical
2016-09-19,2016,38,0,91.1,CDC_historical
2016-09-26,2016,39,1,91.1,CDC_historical
2016-10-03,2016,40,0,91.1,CDC_historical
2016-10-10,2016,41,0,91.1,CDC_historical
2016-10-17,2016,42,0,91.1,CDC_historical
2016-10-24,2016,43,0,91.1,CDC_historical
2016-10-31,2016,44,1,91.1,CDC_historical
2016-11-07,2016,45,0,91.1,CDC_historical
2016-11-14,2016,46,0,91.1,CDC_historical
2016-11-21,2016,47,0,91.1,CDC_historical
2016-11-28,2016,48,0,91.1,CDC_historical
2016-12-05,2016,49,0,91.1,CDC_historical
2016-12-12,2016,50,1,91.1,CDC_historical
2016-12-19,2016,51,0,91.1,CDC_historical
2016-12-26,2016,52,0,91.1,CDC_historical
2017-01-02,2017,1,2,91.5,CDC_historical
2017-01-09,2017,2,3,91.5,CDC_historical
2017-01-16,2017,3,3,91.5,CDC_historical
2017-01-23,2017,4,4,91.5,CDC_historical
2017-01-30,2017,5,4,91.5,CDC_historical
2017-02-06,2017,6,4,91.5,CDC_historical
2017-02-13,2017,7,4,91.5,CDC_historical
2017-02-20,2017,8,8,91.5,CDC_historical
2017-02-27,2017,9,6,91.5,CDC_historical
2017-03-06,2017,10,6,91.5,CDC_historical
2017-03-13,2017,11,5,91.5,CDC_historical
2017-03-20,2017,12,6,91.5,CDC_historical
2017-03-27,2017,13,5,91.5,CDC_historical
2017-04-03,2017,14,5,91.5,CDC_historical
2017-04-10,2017,15,4,91.5,CDC_historical
2017-04-17,2017,16,8,91.5,CDC_historical
2017-04-24,2017,17,4,91.5,CDC_historical
2017-05-01,2017,18,4,91.5,CDC_historical
2017-05-08,2017,19,3,91.5,CDC_historical
2017-05-15,2017,20,3,91.5,CDC_historical
2017-05-22,2017,21,3,91.5,CDC_historical
2017-05-29,2017,22,3,91.5,CDC_historical
2017-06-05,2017,23,2,91.5,CDC_historical
2017-06-12,2017,24,1,91.5,CDC_historical
2017-06-19,2017,25,1,91.5,CDC_historical
2017-06-26,2017,26,2,91.5,CDC_historical
2017-07-03,2017,27,1,91.5,CDC_historical
2017-07-10,2017,28,1,91.5,CDC_historical
2017-07-17,2017,29,1,91.5,CDC_historical
2017-07-24,2017,30,1,91.5,CDC_historical
2017-07-31,2017,31,0,91.5,CDC_historical
2017-08-07,2017,32,0,91.5,CDC_historical
2017-08-14,2017,33,1,91.5,CDC_historical
2017-08-21,2017,34,0,91.5,CDC_historical
2017-08-28,2017,35,0,91.5,CDC_historical
2017-09-04,2017,36,0,91.5,CDC_historical
2017-09-11,2017,37,1,91.5,CDC_historical
2017-09-18,2017,38,0,91.5,CDC_historical
2017-09-25,2017,39,1,91.5,CDC_historical
2017-10-02,2017,40,0,91.5,CDC_historical
2017-10-09,2017,41,0,91.5,CDC_historical
2017-10-16,2017,42,0,91.5,CDC_historical
2017-10-23,2017,43,0,91.5,CDC_historical
2017-10-30,2017,44,1,91.5,CDC_historical
2017-11-06,2017,45,0,91.5,CDC_historical
2017-11-13,2017,46,0,91.5,CDC_historical
2017-11-20,2017,47,1,91.5,CDC_historical
2017-11-27,2017,48,0,91.5,CDC_historical
2017-12-04,2017,49,0,91.5,CDC_historical
2017-12-11,2017,50,1,91.5,CDC_historical
2017-12-18,2017,51,0,91.5,CDC_historical
2017-12-25,2017,52,0,91.5,CDC_historical
2018-01-01,2018,1,6,91.1,CDC_historical
2018-01-08,2018,2,7,91.1,CDC_historical
2018-01-15,2018,3,11,91.1,CDC_historical
2018-01-22,2018,4,12,91.1,CDC_historical
2018-01-29,2018,5,5,91.1,CDC_historical
2018-02-05,2018,6,14,91.1,CDC_historical
2018-02-12,2018,7,15,91.1,CDC_historical
2018-02-19,2018,8,21,91.1,CDC_historical
2018-02-26,2018,9,17,91.1,CDC_historical
2018-03-05,2018,10,28,91.1,CDC_historical
2018-03-12,2018,11,25,91.1,CDC_historical
2018-03-19,2018,12,19,91.1,CDC_historical
2018-03-26,2018,13,24,91.1,CDC_historical
2018-04-02,2018,14,21,91.1,CDC_historical
2018-04-09,2018,15,19,91.1,CDC_historical
2018-04-16,2018,16,20,91.1,CDC_historical
2018-04-23,2018,17,17,91.1,CDC_historical
2018-04-30,2018,18,16,91.1,CDC_historical
2018-05-07,2018,19,16,91.1,CDC_historical
2018-05-14,2018,20,17,91.1,CDC_historical
2018-05-21,2018,21,11,91.1,CDC_historical
2018-05-28,2018,22,8,91.1,CDC_historical
2018-06-04,2018,23,4,91.1,CDC_historical
2018-06-11,2018,24,9,91.1,CDC_historical
2018-06-18,2018,25,5,91.1,CDC_historical
2018-06-25,2018,26,5,91.1,CDC_historical
2018-07-02,2018,27,5,91.1,CDC_historical
2018-07-09,2018,28,3,91.1,CDC_historical
2018-07-16,2018,29,2,91.1,CDC_historical
2018-07-23,2018,30,3,91.1,CDC_historical
2018-07-30,2018,31,2,91.1,CDC_historical
2018-08-06,2018,32,1,91.1,CDC_historical
2018-08-13,2018,33,0,91.1,CDC_historical
2018-08-20,2018,34,1,91.1,CDC_historical
2018-08-27,2018,35,1,91.1,CDC_historical
2018-09-03,2018,36,0,91.1,CDC_historical
2018-09-10,2018,37,0,91.1,CDC_historical
2018-09-17,2018,38,0,91.1,CDC_historical
2018-09-24,2018,39,1,91.1,CDC_historical
2018-10-01,2018,40,0,91.1,CDC_historical
2018-10-08,2018,41,1,91.1,CDC_historical
2018-10-15,2018,42,0,91.1,CDC_historical
2018-10-22,2018,43,0,91.1,CDC_historical
2018-10-29,2018,44,0,91.1,CDC_historical
2018-11-05,2018,45,1,91.1,CDC_historical
2018-11-12,2018,46,0,91.1,CDC_historical
2018-11-19,2018,47,0,91.1,CDC_historical
2018-11-26,2018,48,0,91.1,CDC_historical
2018-12-03,2018,49,0,91.1,CDC_historical
2018-12-10,2018,50,0,91.1,CDC_historical
2018-12-17,2018,51,0,91.1,CDC_historical
2018-12-24,2018,52,1,91.1,CDC_historical
2018-12-31,2019,1,26,90.8,CDC_historical
2019-01-07,2019,2,31,90.8,CDC_historical
2019-01-14,2019,3,47,90.8,CDC_historical
2019-01-21,2019,4,58,90.8,CDC_historical
2019-01-28,2019,5,53,90.8,CDC_historical
2019-02-04,2019,6,50,90.8,CDC_historical
2019-02-11,2019,7,53,90.8,CDC_historical
2019-02-18,2019,8,53,90.8,CDC_historical
2019-02-25,2019,9,58,90.8,CDC_historical
2019-03-04,2019,10,107,90.8,CDC_historical
2019-03-11,2019,11,136,90.8,CDC_historical
2019-03-18,2019,12,118,90.8,CDC_historical
2019-03-25,2019,13,101,90.8,CDC_historical
2019-04-01,2019,14,115,90.8,CDC_historical
2019-04-08,2019,15,119,90.8,CDC_historical
2019-04-15,2019,16,108,90.8,CDC_historical
2019-04-22,2019,17,148,90.8,CDC_historical
2019-04-29,2019,18,95,90.8,CDC_historical
2019-05-06,2019,19,118,90.8,CDC_historical
2019-05-13,2019,20,37,90.8,CDC_historical
2019-05-20,2019,21,47,90.8,CDC_historical
2019-05-27,2019,22,33,90.8,CDC_historical
2019-06-03,2019,23,29,90.8,CDC_historical
2019-06-10,2019,24,19,90.8,CDC_historical
2019-06-17,2019,25,20,90.8,CDC_historical
2019-06-24,2019,26,17,90.8,CDC_historical
2019-07-01,2019,27,9,90.8,CDC_historical
2019-07-08,2019,28,6,90.8,CDC_historical
2019-07-15,2019,29,8,90.8,CDC_historical
2019-07-22,2019,30,5,90.8,CDC_historical
2019-07-29,2019,31,4,90.8,CDC_historical
2019-08-05,2019,32,2,90.8,CDC_historical
2019-08-12,2019,33,1,90.8,CDC_historical
2019-08-19,2019,34,2,90.8,CDC_historical
2019-08-26,2019,35,1,90.8,CDC_historical
2019-09-02,2019,36,0,90.8,CDC_historical
2019-09-09,2019,37,1,90.8,CDC_historical
2019-09-16,2019,38,0,90.8,CDC_historical
2019-09-23,2019,39,2,90.8,CDC_historical
2019-09-30,2019,40,0,90.8,CDC_historical
2019-10-07,2019,41,0,90.8,CDC_historical
2019-10-14,2019,42,1,90.8,CDC_historical
2019-10-21,2019,43,1,90.8,CDC_historical
2019-10-28,2019,44,1,90.8,CDC_historical
2019-11-04,2019,45,0,90.8,CDC_historical
2019-11-11,2019,46,0,90.8,CDC_historical
2019-11-18,2019,47,0,90.8,CDC_historical
2019-11-25,2019,48,0,90.8,CDC_historical
2019-12-02,2019,49,0,90.8,CDC_historical
2019-12-09,2019,50,0,90.8,CDC_historical
2019-12-16,2019,51,0,90.8,CDC_historical
2019-12-23,2019,52,0,90.8,CDC_historical
2019-12-30,2020,1,0,89.6,CDC_historical
2020-01-06,2020,2,0,89.6,CDC_historical
2020-01-13,2020,3,0,89.6,CDC_historical
2020-01-20,2020,4,0,89.6,CDC_historical
2020-01-27,2020,5,0,89.6,CDC_historical
2020-02-03,2020,6,1,89.6,CDC_historical
2020-02-10,2020,7,1,89.6,CDC_historical
2020-02-17,2020,8,0,89.6,CDC_historical
2020-02-24,2020,9,1,89.6,CDC_historical
2020-03-02,2020,10,1,89.6,CDC_historical
2020-03-09,2020,11,0,89.6,CDC_historical
2020-03-16,2020,12,1,89.6,CDC_historical
2020-03-23,2020,13,0,89.6,CDC_historical
2020-03-30,2020,14,1,89.6,CDC_historical
2020-04-06,2020,15,0,89.6,CDC_historical
2020-04-13,2020,16,0,89.6,CDC_historical
2020-04-20,2020,17,0,89.6,CDC_historical
2020-04-27,2020,18,1,89.6,CDC_historical
2020-05-04,2020,19,1,89.6,CDC_historical
2020-05-11,2020,20,0,89.6,CDC_historical
2020-05-18,2020,21,1,89.6,CDC_historical
2020-05-25,2020,22,0,89.6,CDC_historical
2020-06-01,2020,23,0,89.6,CDC_historical
2020-06-08,2020,24,0,89.6,CDC_historical
2020-06-15,2020,25,0,89.6,CDC_historical
2020-06-22,2020,26,0,89.6,CDC_historical
2020-06-29,2020,27,0,89.6,CDC_historical
2020-07-06,2020,28,0,89.6,CDC_historical
2020-07-13,2020,29,1,89.6,CDC_historical
2020-07-20,2020,30,0,89.6,CDC_historical
2020-07-27,2020,31,0,89.6,CDC_historical
2020-08-03,2020,32,0,89.6,CDC_historical
2020-08-10,2020,33,0,89.6,CDC_historical
2020-08-17,2020,34,1,89.6,CDC_historical
2020-08-24,2020,35,0,89.6,CDC_historical
2020-08-31,2020,36,0,89.6,CDC_historical
2020-09-07,2020,37,0,89.6,CDC_historical
2020-09-14,2020,38,0,89.6,CDC_historical
